"","V1"
"175","Polybius"
"176","Herodotus"
"177","Odyssey"
"178","DiodorusSic"
"179","Sophocles"
"180","Herodotus"
"181","Herodotus"
"182","Polybius"
"183","Plutarch"
"184","DiodorusSic"
"185","Odyssey"
"186","Plutarch"
"187","DiodorusSic"
"188","DiodorusSic"
"189","Aeschylus"
"190","Hesiod"
"191","Herodotus"
"192","Odyssey"
"193","Odyssey"
"194","Hesiod"
"195","Odyssey"
"196","Polybius"
"197","Athenaeus"
"198","DiodorusSic"
"199","Athenaeus"
"200","Sophocles"
"201","Iliad"
"202","Thucydides"
"203","Sophocles"
"204","Polybius"
"205","Aeschylus"
"206","Herodotus"
"207","Sophocles"
"208","Aeschylus"
"209","Polybius"
"210","Iliad"
"211","Odyssey"
"212","Iliad"
"213","DiodorusSic"
"214","Aeschylus"
"215","Iliad"
"216","Thucydides"
"217","Polybius"
"218","Sophocles"
"219","Herodotus"
"220","Herodotus"
"221","Polybius"
"222","Thucydides"
"223","Herodotus"
"224","DiodorusSic"
"225","Thucydides"
"226","Herodotus"
"227","Thucydides"
"228","Iliad"
"229","Iliad"
"230","Iliad"
"231","Hesiod"
"232","Aeschylus"
"233","Athenaeus"
"234","Odyssey"
"235","Plutarch"
"236","DiodorusSic"
"237","Iliad"
"238","Polybius"
"239","Polybius"
"240","DiodorusSic"
"241","Sophocles"
"242","DiodorusSic"
"243","Odyssey"
"244","Aeschylus"
"245","Iliad"
"246","Iliad"
"247","DiodorusSic"
"248","Athenaeus"
"249","Iliad"
"250","Aeschylus"
"251","Herodotus"
"252","Thucydides"
"253","Polybius"
"254","Iliad"
"255","DiodorusSic"
"256","Herodotus"
"257","Odyssey"
"258","Athenaeus"
"259","Polybius"
"260","Athenaeus"
"261","Iliad"
"262","Plutarch"
"263","DiodorusSic"
"264","DiodorusSic"
"265","Plutarch"
"266","Sophocles"
"267","Polybius"
"268","Aeschylus"
"269","DiodorusSic"
"270","Sophocles"
"271","Thucydides"
"272","Sophocles"
"273","Herodotus"
"274","Odyssey"
"275","Iliad"
"276","Herodotus"
"277","DiodorusSic"
"278","Athenaeus"
"279","Athenaeus"
"280","Plutarch"
"281","Thucydides"
"282","Sophocles"
"283","Iliad"
"284","DiodorusSic"
"285","Odyssey"
"286","Thucydides"
"287","Iliad"
"288","Iliad"
"289","Iliad"
"290","Odyssey"
"291","DiodorusSic"
"292","Herodotus"
"293","Plutarch"
"294","Polybius"
"295","Iliad"
"296","Thucydides"
"297","DiodorusSic"
"298","Herodotus"
"299","Odyssey"
"300","Aeschylus"
"301","Odyssey"
"302","Aeschylus"
"303","Sophocles"
"304","Thucydides"
"305","Herodotus"
"306","Iliad"
"307","DiodorusSic"
"308","Iliad"
"309","Iliad"
"310","Iliad"
"311","Aeschylus"
"312","DiodorusSic"
"313","Herodotus"
"314","Iliad"
"315","Athenaeus"
"316","Athenaeus"
"317","Thucydides"
"318","Athenaeus"
"319","Aeschylus"
"320","Sophocles"
"321","Thucydides"
"322","DiodorusSic"
"323","Aeschylus"
"324","Odyssey"
"325","Thucydides"
"326","Thucydides"
"327","Polybius"
"328","Athenaeus"
"329","Polybius"
"330","DiodorusSic"
"331","Athenaeus"
"332","DiodorusSic"
"333","Thucydides"
"334","Polybius"
"335","Aeschylus"
"336","Athenaeus"
"337","Odyssey"
"338","Odyssey"
"339","Aeschylus"
"340","Odyssey"
"341","Hesiod"
"342","Plutarch"
"343","Odyssey"
"344","Aeschylus"
"345","Odyssey"
"346","Herodotus"
"347","Aeschylus"
"348","Aeschylus"
"349","Aeschylus"
"350","DiodorusSic"
"351","Aeschylus"
"352","Sophocles"
"353","Sophocles"
"354","Odyssey"
"355","Athenaeus"
"356","Odyssey"
"357","DiodorusSic"
"358","DiodorusSic"
"359","DiodorusSic"
"360","Herodotus"
"361","Herodotus"
"362","Odyssey"
"363","Iliad"
"364","Thucydides"
"365","Polybius"
"366","Polybius"
"367","Aeschylus"
"368","Thucydides"
"369","Herodotus"
"370","Athenaeus"
"371","DiodorusSic"
"372","Iliad"
"373","Iliad"
"374","Thucydides"
"375","Herodotus"
"376","Sophocles"
"377","Thucydides"
"378","Odyssey"
"379","Iliad"
"380","Odyssey"
"381","Thucydides"
"382","Odyssey"
"383","Sophocles"
"384","Athenaeus"
"385","Herodotus"
"386","Odyssey"
"387","Iliad"
"388","Odyssey"
"389","Sophocles"
"390","Iliad"
"391","Iliad"
"392","Thucydides"
"393","Herodotus"
"394","Thucydides"
"395","Polybius"
"396","Sophocles"
"397","DiodorusSic"
"398","Aeschylus"
"399","Herodotus"
"400","Thucydides"
"401","Plutarch"
"402","Herodotus"
"403","Odyssey"
"404","Plutarch"
"405","Athenaeus"
"406","DiodorusSic"
"407","Herodotus"
"408","Athenaeus"
"409","Polybius"
"410","Odyssey"
"411","Aeschylus"
"412","Athenaeus"
"413","Herodotus"
"414","Herodotus"
"415","Odyssey"
"416","DiodorusSic"
"417","Sophocles"
"418","Athenaeus"
"419","Polybius"
"420","Athenaeus"
"421","Herodotus"
"422","Athenaeus"
"423","Athenaeus"
"424","Athenaeus"
"425","Odyssey"
"426","Odyssey"
"427","Plutarch"
"428","Aeschylus"
"429","Herodotus"
"430","Iliad"
"431","Thucydides"
"432","Athenaeus"
"433","Plutarch"
"434","Herodotus"
"435","Iliad"
"436","Iliad"
"437","Polybius"
"438","Herodotus"
"439","Athenaeus"
"440","Athenaeus"
"441","Plutarch"
"442","Iliad"
"443","Odyssey"
"444","Sophocles"
"445","DiodorusSic"
"446","Thucydides"
"447","Odyssey"
"448","Herodotus"
"449","Plutarch"
"450","Hesiod"
"451","Odyssey"
"452","Odyssey"
"453","Athenaeus"
"454","Odyssey"
"455","Aeschylus"
"456","Athenaeus"
"457","Herodotus"
"458","Plutarch"
"459","Aeschylus"
"460","Plutarch"
"461","Odyssey"
"462","DiodorusSic"
"463","Athenaeus"
"464","Odyssey"
"465","Aeschylus"
"466","Athenaeus"
"467","Plutarch"
"468","Thucydides"
"469","DiodorusSic"
"470","Aeschylus"
"471","Polybius"
"472","Sophocles"
"473","Odyssey"
"474","Athenaeus"
"475","Odyssey"
"476","Sophocles"
"477","Odyssey"
"478","DiodorusSic"
"479","Athenaeus"
"480","Odyssey"
"481","Athenaeus"
"482","Odyssey"
"483","Iliad"
"484","Sophocles"
"485","Hesiod"
"486","Athenaeus"
"487","Herodotus"
"488","Herodotus"
"489","Iliad"
"490","Odyssey"
"491","Odyssey"
"492","Athenaeus"
"493","Odyssey"
"494","Athenaeus"
"495","Polybius"
"496","Polybius"
"497","Athenaeus"
"498","Plutarch"
"499","Polybius"
"500","Sophocles"
"501","Aeschylus"
"502","Thucydides"
"503","Athenaeus"
"504","Thucydides"
"505","Sophocles"
"506","Odyssey"
"507","Odyssey"
"508","Aeschylus"
"509","Sophocles"
"510","Thucydides"
"511","Aeschylus"
"512","Athenaeus"
"513","Thucydides"
"514","Iliad"
"515","Odyssey"
"516","Sophocles"
"517","Herodotus"
"518","Iliad"
"519","Iliad"
"520","Athenaeus"
"521","Athenaeus"
"522","Aeschylus"
"523","DiodorusSic"
"524","Thucydides"
"525","Hesiod"
"526","Thucydides"
"527","Thucydides"
"528","Plutarch"
"529","DiodorusSic"
"530","Plutarch"
"531","Iliad"
"532","Aeschylus"
"533","DiodorusSic"
"534","Aeschylus"
"535","Iliad"
"536","Aeschylus"
"537","Thucydides"
"538","DiodorusSic"
"539","Thucydides"
"540","Thucydides"
"541","Herodotus"
"542","Odyssey"
"543","Aeschylus"
"544","Thucydides"
"545","Odyssey"
"546","Polybius"
"547","Aeschylus"
"548","Athenaeus"
"549","Aeschylus"
"550","Herodotus"
"551","DiodorusSic"
"552","Iliad"
"553","Polybius"
"554","Athenaeus"
"555","Plutarch"
"556","Odyssey"
"557","Athenaeus"
"558","DiodorusSic"
"559","Odyssey"
"560","Polybius"
"561","Aeschylus"
"562","Iliad"
"563","Odyssey"
"564","Iliad"
"565","Thucydides"
"566","Herodotus"
"567","Aeschylus"
"568","Odyssey"
"569","Athenaeus"
"570","Iliad"
"571","Polybius"
"572","Athenaeus"
"573","Odyssey"
"574","Odyssey"
"575","Athenaeus"
"576","Aeschylus"
"577","Polybius"
"578","Athenaeus"
"579","Aeschylus"
"580","Herodotus"
"581","Iliad"
"582","Polybius"
"583","Herodotus"
"584","Polybius"
"585","Herodotus"
"586","Odyssey"
"587","Athenaeus"
"588","DiodorusSic"
"589","Plutarch"
"590","Odyssey"
"591","Odyssey"
"592","Odyssey"
"593","Iliad"
"594","Athenaeus"
"595","Thucydides"
"596","Polybius"
"597","Odyssey"
"598","Sophocles"
"599","Herodotus"
"600","DiodorusSic"
"601","Aeschylus"
"602","Sophocles"
"603","Polybius"
"604","Iliad"
"605","Odyssey"
"606","Plutarch"
"607","Iliad"
"608","DiodorusSic"
"609","Athenaeus"
"610","Hesiod"
"611","Thucydides"
"612","Iliad"
"613","Sophocles"
"614","Athenaeus"
"615","Iliad"
"616","Odyssey"
"617","Sophocles"
"618","Herodotus"
"619","Aeschylus"
"620","Aeschylus"
"621","DiodorusSic"
"622","Sophocles"
"623","Hesiod"
"624","Iliad"
"625","Iliad"
"626","DiodorusSic"
"627","Hesiod"
"628","Polybius"
"629","DiodorusSic"
"630","Athenaeus"
"631","Thucydides"
"632","Hesiod"
"633","Odyssey"
"634","Odyssey"
"635","Polybius"
"636","Herodotus"
"637","Athenaeus"
"638","DiodorusSic"
"639","Aeschylus"
"640","Odyssey"
"641","Athenaeus"
"642","Athenaeus"
"643","Herodotus"
"644","Plutarch"
"645","Odyssey"
"646","Iliad"
"647","DiodorusSic"
"648","Odyssey"
"649","Odyssey"
"650","Athenaeus"
"651","DiodorusSic"
"652","Thucydides"
"653","Iliad"
"654","Herodotus"
"655","Aeschylus"
"656","Thucydides"
"657","Odyssey"
"658","Athenaeus"
"659","Herodotus"
"660","Thucydides"
"661","DiodorusSic"
"662","Herodotus"
"663","Iliad"
"664","Sophocles"
"665","Odyssey"
"666","Odyssey"
"667","Aeschylus"
"668","Odyssey"
"669","DiodorusSic"
"670","Iliad"
"671","Sophocles"
"672","Iliad"
"673","Thucydides"
"674","Polybius"
"675","Herodotus"
"676","Iliad"
"677","Aeschylus"
"678","Sophocles"
"679","Plutarch"
"680","Iliad"
"681","Thucydides"
"682","Odyssey"
"683","Thucydides"
"684","Athenaeus"
"685","Odyssey"
"686","Herodotus"
"687","Aeschylus"
"688","Hesiod"
"689","Thucydides"
"690","Thucydides"
"691","Herodotus"
"692","DiodorusSic"
"693","Odyssey"
"694","Aeschylus"
"695","Odyssey"
"696","Sophocles"
"697","Thucydides"
"698","Odyssey"
"699","Thucydides"
"700","Plutarch"
"701","Herodotus"
"702","Herodotus"
"703","Hesiod"
"704","Athenaeus"
"705","Athenaeus"
"706","Polybius"
"707","Athenaeus"
"708","Plutarch"
"709","Sophocles"
"710","Hesiod"
"711","Herodotus"
"712","Iliad"
"713","Athenaeus"
"714","Athenaeus"
"715","Polybius"
"716","Aeschylus"
"717","Iliad"
"718","Herodotus"
"719","Iliad"
"720","Thucydides"
"721","Odyssey"
"722","Odyssey"
"723","Athenaeus"
"724","Athenaeus"
"725","Athenaeus"
"726","Iliad"
"727","DiodorusSic"
"728","Odyssey"
"729","Herodotus"
"730","Polybius"
"731","Athenaeus"
"732","Aeschylus"
"733","Herodotus"
"734","Herodotus"
"735","Herodotus"
"736","Athenaeus"
"737","DiodorusSic"
"738","Odyssey"
"739","Iliad"
"740","Polybius"
"741","Thucydides"
"742","DiodorusSic"
"743","Aeschylus"
"744","Herodotus"
"745","Sophocles"
"746","Odyssey"
"747","Sophocles"
"748","Thucydides"
"749","Aeschylus"
"750","Odyssey"
"751","DiodorusSic"
"752","Thucydides"
"753","DiodorusSic"
"754","Aeschylus"
"755","Polybius"
"756","Thucydides"
"757","Odyssey"
"758","Herodotus"
"759","Athenaeus"
"760","Iliad"
"761","Iliad"
"762","Odyssey"
"763","Thucydides"
"764","DiodorusSic"
"765","Polybius"
"766","Iliad"
"767","Thucydides"
"768","DiodorusSic"
"769","Aeschylus"
"770","Athenaeus"
"771","Aeschylus"
"772","Aeschylus"
"773","Hesiod"
"774","Herodotus"
"775","DiodorusSic"
"776","Odyssey"
"777","Sophocles"
"778","Thucydides"
"779","DiodorusSic"
"780","DiodorusSic"
"781","Herodotus"
"782","Odyssey"
"783","Plutarch"
"784","Aeschylus"
"785","Herodotus"
"786","Herodotus"
"787","Polybius"
"788","Odyssey"
"789","Hesiod"
"790","Herodotus"
"791","DiodorusSic"
"792","Iliad"
"793","Herodotus"
"794","Sophocles"
"795","Sophocles"
"796","Plutarch"
"797","Polybius"
"798","Athenaeus"
"799","Aeschylus"
"800","Odyssey"
"801","Hesiod"
"802","Odyssey"
"803","Thucydides"
"804","Iliad"
"805","Polybius"
"806","Herodotus"
"807","Polybius"
"808","Iliad"
"809","Aeschylus"
"810","DiodorusSic"
"811","Thucydides"
"812","Iliad"
"813","Herodotus"
"814","Odyssey"
"815","Aeschylus"
"816","Herodotus"
"817","Sophocles"
"818","Sophocles"
"819","Thucydides"
"820","Odyssey"
"821","Plutarch"
"822","Aeschylus"
"823","Athenaeus"
"824","DiodorusSic"
"825","Aeschylus"
"826","Herodotus"
"827","Athenaeus"
"828","Thucydides"
"829","Odyssey"
"830","DiodorusSic"
"831","Herodotus"
"832","Iliad"
"833","Thucydides"
"834","Odyssey"
"835","DiodorusSic"
"836","Athenaeus"
"837","Herodotus"
"838","Hesiod"
"839","Polybius"
"840","Hesiod"
"841","Odyssey"
"842","Aeschylus"
"843","Athenaeus"
"844","Athenaeus"
"845","Athenaeus"
"846","Thucydides"
"847","Sophocles"
"848","Athenaeus"
"849","Herodotus"
"850","DiodorusSic"
"851","Iliad"
"852","DiodorusSic"
"853","Sophocles"
"854","Plutarch"
"855","Aeschylus"
"856","Aeschylus"
"857","Herodotus"
"858","Aeschylus"
"859","DiodorusSic"
"860","Aeschylus"
"861","Odyssey"
"862","Thucydides"
"863","Iliad"
"864","Plutarch"
"865","Polybius"
"866","Thucydides"
"867","Thucydides"
"868","Athenaeus"
"869","Sophocles"
"870","Iliad"
"871","Thucydides"
"872","Iliad"
"873","Odyssey"
"874","Aeschylus"
"875","DiodorusSic"
"876","Odyssey"
"877","Iliad"
"878","Odyssey"
"879","Hesiod"
"880","DiodorusSic"
"881","Sophocles"
"882","DiodorusSic"
"883","Athenaeus"
"884","DiodorusSic"
"885","Athenaeus"
"886","Odyssey"
"887","Herodotus"
"888","Aeschylus"
"889","DiodorusSic"
"890","Sophocles"
"891","Herodotus"
"892","Herodotus"
"893","Athenaeus"
"894","Plutarch"
"895","Hesiod"
"896","Odyssey"
"897","Herodotus"
"898","Thucydides"
"899","Iliad"
"900","Athenaeus"
"901","Sophocles"
"902","Sophocles"
"903","DiodorusSic"
"904","DiodorusSic"
"905","Athenaeus"
"906","Iliad"
"907","Aeschylus"
"908","Aeschylus"
"909","Sophocles"
"910","Plutarch"
"911","Iliad"
"912","Aeschylus"
"913","Aeschylus"
"914","Polybius"
"915","DiodorusSic"
"916","Thucydides"
"917","Sophocles"
"918","Herodotus"
"919","Iliad"
"920","DiodorusSic"
"921","Herodotus"
"922","Polybius"
"923","Hesiod"
"924","Odyssey"
"925","Thucydides"
"926","Odyssey"
"927","Odyssey"
"928","DiodorusSic"
"929","Plutarch"
"930","Iliad"
"931","Sophocles"
"932","Sophocles"
"933","Odyssey"
"934","Athenaeus"
"935","Polybius"
"936","Herodotus"
"937","Herodotus"
"938","DiodorusSic"
"939","Odyssey"
"940","Odyssey"
"941","Sophocles"
"942","DiodorusSic"
"943","Thucydides"
"944","Iliad"
"945","Odyssey"
"946","Hesiod"
"947","Plutarch"
"948","Odyssey"
"949","Thucydides"
"950","Herodotus"
"951","Herodotus"
"952","Iliad"
"953","Plutarch"
"954","Iliad"
"955","DiodorusSic"
"956","Sophocles"
"957","Odyssey"
"958","Thucydides"
"959","Iliad"
"960","Thucydides"
"961","Odyssey"
"962","Sophocles"
"963","DiodorusSic"
"964","Herodotus"
"965","Iliad"
"966","Thucydides"
"967","Polybius"
"968","Iliad"
"969","Sophocles"
"970","Aeschylus"
"971","Thucydides"
"972","Athenaeus"
"973","Aeschylus"
"974","Odyssey"
"975","Odyssey"
"976","Aeschylus"
"977","Odyssey"
"978","Thucydides"
"979","Odyssey"
"980","Aeschylus"
"981","Plutarch"
"982","DiodorusSic"
"983","Sophocles"
"984","Iliad"
"985","Athenaeus"
"986","Iliad"
"987","Athenaeus"
"988","Iliad"
"989","Iliad"
"990","Athenaeus"
"991","Thucydides"
"992","DiodorusSic"
"993","Odyssey"
"994","DiodorusSic"
"995","Sophocles"
"996","Sophocles"
"997","Iliad"
"998","Odyssey"
"999","DiodorusSic"
"1000","Thucydides"
"1001","Odyssey"
"1002","Thucydides"
"1003","Thucydides"
"1004","Herodotus"
"1005","Athenaeus"
"1006","DiodorusSic"
"1007","Athenaeus"
"1008","Hesiod"
"1009","Aeschylus"
"1010","Plutarch"
"1011","Aeschylus"
"1012","Hesiod"
"1013","Odyssey"
"1014","Odyssey"
"1015","Thucydides"
"1016","Iliad"
"1017","Iliad"
"1018","Thucydides"
"1019","Iliad"
"1020","Plutarch"
"1021","Herodotus"
"1022","Athenaeus"
"1023","Sophocles"
"1024","Athenaeus"
"1025","Polybius"
"1026","Herodotus"
"1027","Athenaeus"
"1028","Sophocles"
"1029","Thucydides"
"1030","Hesiod"
"1031","DiodorusSic"
"1032","Herodotus"
"1033","Sophocles"
"1034","Odyssey"
"1035","Athenaeus"
"1036","Odyssey"
"1037","Iliad"
"1038","Athenaeus"
"1039","Odyssey"
"1040","Athenaeus"
"1041","Sophocles"
"1042","Athenaeus"
"1043","Hesiod"
"1044","Thucydides"
"1045","DiodorusSic"
"1046","Polybius"
"1047","Thucydides"
"1048","Polybius"
"1049","Odyssey"
"1050","Herodotus"
"1051","Athenaeus"
"1052","Thucydides"
"1053","DiodorusSic"
"1054","Herodotus"
"1055","Iliad"
"1056","Plutarch"
"1057","Aeschylus"
"1058","Athenaeus"
"1059","Athenaeus"
"1060","DiodorusSic"
"1061","Plutarch"
"1062","Iliad"
"1063","Sophocles"
"1064","Sophocles"
"1065","Thucydides"
"1066","DiodorusSic"
"1067","DiodorusSic"
"1068","Iliad"
"1069","Odyssey"
"1070","Herodotus"
"1071","Aeschylus"
"1072","DiodorusSic"
"1073","Herodotus"
"1074","Iliad"
"1075","Athenaeus"
"1076","DiodorusSic"
"1077","Odyssey"
"1078","Athenaeus"
"1079","Odyssey"
"1080","Polybius"
"1081","Odyssey"
"1082","Iliad"
"1083","Athenaeus"
"1084","Herodotus"
"1085","Iliad"
"1086","Plutarch"
"1087","Sophocles"
"1088","Hesiod"
"1089","Odyssey"
"1090","Thucydides"
"1091","Herodotus"
"1092","Thucydides"
"1093","Polybius"
"1094","Herodotus"
"1095","Athenaeus"
"1096","DiodorusSic"
"1097","DiodorusSic"
"1098","Iliad"
"1099","Plutarch"
"1100","Herodotus"
"1101","Iliad"
"1102","Sophocles"
"1103","Polybius"
"1104","Athenaeus"
"1105","Athenaeus"
"1106","Odyssey"
"1107","DiodorusSic"
"1108","Athenaeus"
"1109","Herodotus"
"1110","Herodotus"
"1111","Sophocles"
"1112","DiodorusSic"
"1113","Aeschylus"
"1114","Odyssey"
"1115","DiodorusSic"
"1116","DiodorusSic"
"1117","Thucydides"
"1118","Polybius"
"1119","Odyssey"
"1120","Iliad"
"1121","Herodotus"
"1122","Iliad"
"1123","Athenaeus"
"1124","Athenaeus"
"1125","DiodorusSic"
"1126","Polybius"
"1127","Plutarch"
"1128","Athenaeus"
"1129","Odyssey"
"1130","DiodorusSic"
"1131","DiodorusSic"
"1132","Hesiod"
"1133","Athenaeus"
"1134","Thucydides"
"1135","Odyssey"
"1136","Odyssey"
"1137","Athenaeus"
"1138","Sophocles"
"1139","Plutarch"
"1140","Herodotus"
"1141","Herodotus"
"1142","Sophocles"
"1143","Sophocles"
"1144","Iliad"
"1145","Athenaeus"
"1146","Herodotus"
"1147","Aeschylus"
"1148","Herodotus"
"1149","Aeschylus"
"1150","DiodorusSic"
"1151","Iliad"
"1152","Odyssey"
"1153","Aeschylus"
"1154","Herodotus"
"1155","Odyssey"
"1156","Athenaeus"
"1157","DiodorusSic"
"1158","Thucydides"
"1159","Odyssey"
"1160","Herodotus"
"1161","DiodorusSic"
"1162","Odyssey"
"1163","Aeschylus"
"1164","Hesiod"
"1165","Odyssey"
"1166","Athenaeus"
"1167","Athenaeus"
"1168","Aeschylus"
"1169","Athenaeus"
"1170","Sophocles"
"1171","Herodotus"
"1172","Thucydides"
"1173","DiodorusSic"
"1174","Sophocles"
"1175","Odyssey"
"1176","Sophocles"
"1177","Polybius"
"1178","Herodotus"
"1179","Herodotus"
"1180","DiodorusSic"
"1181","Hesiod"
"1182","Odyssey"
"1183","Aeschylus"
"1184","Polybius"
"1185","Athenaeus"
"1186","Odyssey"
"1187","Athenaeus"
"1188","Polybius"
"1189","Aeschylus"
"1190","Herodotus"
"1191","Odyssey"
"1192","Thucydides"
"1193","Odyssey"
"1194","Plutarch"
"1195","Sophocles"
"1196","DiodorusSic"
"1197","Iliad"
"1198","Herodotus"
"1199","Thucydides"
"1200","Odyssey"
"1201","Herodotus"
"1202","Sophocles"
"1203","Odyssey"
"1204","Sophocles"
"1205","Polybius"
"1206","Thucydides"
"1207","DiodorusSic"
"1208","Herodotus"
"1209","Herodotus"
"1210","Iliad"
"1211","Sophocles"
"1212","Aeschylus"
"1213","Sophocles"
"1214","Iliad"
"1215","Aeschylus"
"1216","Athenaeus"
"1217","Odyssey"
"1218","Herodotus"
"1219","Polybius"
"1220","Thucydides"
"1221","Aeschylus"
"1222","Iliad"
"1223","Iliad"
"1224","Thucydides"
"1225","Odyssey"
"1226","Herodotus"
"1227","DiodorusSic"
"1228","Iliad"
"1229","Plutarch"
"1230","Sophocles"
"1231","Odyssey"
"1232","Athenaeus"
"1233","Herodotus"
"1234","Thucydides"
"1235","Plutarch"
"1236","Odyssey"
"1237","Iliad"
"1238","Odyssey"
"1239","Sophocles"
"1240","Polybius"
"1241","Iliad"
"1242","Sophocles"
"1243","Sophocles"
"1244","Odyssey"
"1245","Athenaeus"
"1246","Athenaeus"
"1247","Iliad"
"1248","Odyssey"
"1249","Herodotus"
"1250","Iliad"
"1251","Odyssey"
"1252","Odyssey"
"1253","DiodorusSic"
"1254","Hesiod"
"1255","Plutarch"
"1256","Thucydides"
"1257","Thucydides"
"1258","Iliad"
"1259","Iliad"
"1260","Sophocles"
"1261","Odyssey"
"1262","Sophocles"
"1263","Odyssey"
"1264","Aeschylus"
"1265","Iliad"
"1266","Odyssey"
"1267","Polybius"
"1268","Odyssey"
"1269","Herodotus"
"1270","Iliad"
"1271","Thucydides"
"1272","Sophocles"
"1273","Odyssey"
"1274","Athenaeus"
"1275","Herodotus"
"1276","Aeschylus"
"1277","Thucydides"
"1278","Odyssey"
"1279","Iliad"
"1280","Aeschylus"
"1281","Odyssey"
"1282","Athenaeus"
"1283","Iliad"
"1284","Iliad"
"1285","Sophocles"
"1286","Thucydides"
"1287","Iliad"
"1288","Thucydides"
"1289","Polybius"
"1290","Polybius"
"1291","Iliad"
"1292","Thucydides"
"1293","Herodotus"
"1294","Sophocles"
"1295","Aeschylus"
"1296","Odyssey"
"1297","Athenaeus"
"1298","DiodorusSic"
"1299","Sophocles"
"1300","Polybius"
"1301","Iliad"
"1302","Odyssey"
"1303","Sophocles"
"1304","Sophocles"
"1305","Thucydides"
"1306","Odyssey"
"1307","Thucydides"
"1308","Plutarch"
"1309","Athenaeus"
"1310","DiodorusSic"
"1311","Sophocles"
"1312","Iliad"
"1313","Odyssey"
"1314","Athenaeus"
"1315","Herodotus"
"1316","Sophocles"
"1317","Sophocles"
"1318","Herodotus"
"1319","DiodorusSic"
"1320","Odyssey"
"1321","Sophocles"
"1322","Odyssey"
"1323","Polybius"
"1324","Sophocles"
"1325","Iliad"
"1326","Odyssey"
"1327","Herodotus"
"1328","Polybius"
"1329","Athenaeus"
"1330","Iliad"
"1331","Thucydides"
"1332","Iliad"
"1333","Odyssey"
"1334","Polybius"
"1335","Iliad"
"1336","Plutarch"
